,Unnamed: 0,date,symbol,eps,epsEstimated,time,revenue,revenueEstimated,fiscalDateEnding,updatedFromDate
494697,125,2011-04-14,GOOGL,0.2,0.2,bmo,8575000000.0,8596172839.0,2011-03-30,2023-05-17
494919,347,2011-04-20,AAPL,0.23,0.19,amc,24667000000.0,20872076923.076923,2011-03-25,2023-05-17
495741,1169,2011-04-28,MSFT,0.61,0.56,amc,16428000000.0,15081442622.95082,2011-03-30,2023-05-17
496745,2173,2011-05-04,TSLA,-0.03,-0.02619,amc,49030000.0,56795454.54545455,2011-03-30,2023-05-17
497679,3107,2011-05-12,NVDA,0.06,0.05,amc,962039000.0,830818181.8181819,2011-04-30,2023-05-17
498895,4323,2011-06-23,ORCL,0.75,0.71,amc,10775000000.0,10200333333.333334,2011-05-30,2023-05-17
511275,85,2011-07-14,GOOGL,0.22,0.2,bmo,9026000000.0,8015455470.0,2011-06-29,2023-05-17
511322,132,2011-07-19,AAPL,0.28,0.21,amc,28571000000.0,21363900900.900894,2011-06-24,2023-05-17
511576,386,2011-07-21,MSFT,0.69,0.58,amc,17367000000.0,14598347826.086956,2011-06-29,2023-05-17
513301,2111,2011-08-03,TSLA,-0.04,-0.03816,amc,58171000.0,56003773.58490566,2011-06-29,2023-05-17
514413,3223,2011-08-11,NVDA,0.06,0.06,amc,1016517000.0,1016500000.0,2011-07-30,2023-05-17
515547,4357,2011-09-20,ORCL,0.48,0.46,amc,8374000000.0,8025083333.333334,2011-08-30,2023-05-17
528263,44,2011-10-13,GOOGL,0.24,0.22,bmo,9720000000.0,8630114416.0,2011-09-29,2023-05-17
528351,132,2011-10-18,AAPL,0.25,0.26,amc,28270000000.0,29669504950.49505,2011-09-23,2023-05-17
528509,290,2011-10-20,MSFT,0.68,0.68,amc,17372000000.0,17372000000.0,2011-09-29,2023-05-17
530206,1987,2011-11-02,TSLA,-0.04,-0.0376,amc,57666000.0,61896363.636363626,2011-09-29,2023-05-17
531397,3178,2011-11-10,NVDA,0.07,0.06,amc,1066180000.0,955903448.2758622,2011-10-29,2023-05-17
532638,4419,2011-12-20,ORCL,0.54,0.57,amc,8792000000.0,9280444444.444445,2011-11-29,2023-05-17
542613,139,2012-01-19,GOOGL,0.24,0.26,bmo,37905000000.0,11592000000.0,2011-12-30,2023-05-17
542641,167,2012-01-19,MSFT,0.78,0.76,amc,20885000000.0,20349487179.48718,2011-12-30,2023-05-17
542708,234,2012-01-24,AAPL,0.5,0.36,amc,46333000000.0,33930732323.23232,2011-12-30,2023-05-17
547404,4930,2012-02-15,NVDA,0.05,0.05,amc,953194000.0,953200000.0,2012-01-28,2023-05-17
547482,5008,2012-02-15,TSLA,-0.05,-0.04533,amc,39375000.0,35973913.043478265,2011-12-30,2023-05-17
549582,7108,2012-03-20,ORCL,0.62,0.56,amc,9039000000.0,8164258064.5161295,2012-02-28,2023-05-17
563382,47,2012-04-12,GOOGL,0.25,0.24,bmo,10645000000.0,10182173913.0,2012-03-30,2023-05-17
563599,264,2012-04-19,MSFT,0.6,0.57,amc,17407000000.0,16536650000.0,2012-03-30,2023-05-17
563852,517,2012-04-24,AAPL,0.44,0.36,amc,39186000000.0,31838625000.0,2012-03-30,2023-05-17
566303,2968,2012-05-09,TSLA,-0.05,-0.05,amc,30167000.0,27418421.052631576,2012-03-30,2023-05-17
566671,3336,2012-05-11,NVDA,0.03,0.02866,bmo,924877000.0,924900000.0,2012-04-28,2023-05-17
567837,4502,2012-06-18,ORCL,0.82,0.78,amc,10916000000.0,10383512195.121952,2012-05-30,2023-05-17
581965,228,2012-07-19,GOOGL,0.25,0.25,bmo,12214000000.0,11712920318.0,2012-06-29,2023-05-17
581966,229,2012-07-19,MSFT,0.67,0.62,amc,18059000000.0,16711313432.83582,2012-06-29,2023-05-17
582212,475,2012-07-24,AAPL,0.33,0.37,amc,35023000000.0,38972962406.01504,2012-06-29,2023-05-17
582376,639,2012-07-25,TSLA,-0.06,-0.06,amc,26653000.0,27600000.000000004,2012-06-29,2023-05-17
584880,3143,2012-08-09,NVDA,0.06,0.03859,amc,1044270000.0,664554545.4545456,2012-07-28,2023-05-17
586361,4624,2012-09-20,ORCL,0.53,0.53,amc,8181000000.0,8181000000.0,2012-08-30,2023-05-17
600347,337,2012-10-18,GOOGL,0.23,0.27,bmo,14101000000.0,15350769230.0,2012-09-29,2023-05-17
600353,343,2012-10-18,MSFT,0.53,0.56,amc,16008000000.0,16914113207.547169,2012-09-29,2023-05-17
601075,1065,2012-10-25,AAPL,0.31,0.31,amc,35966000000.0,36256048387.09677,2012-09-28,2023-05-17
602609,2599,2012-11-05,TSLA,-0.06,-0.06,bmo,50104000.0,49010869.56521739,2012-09-29,2023-05-17
603216,3206,2012-11-08,NVDA,0.08,0.07,amc,1204110000.0,1094636363.6363635,2012-10-27,2023-05-17
605228,5218,2012-12-18,ORCL,0.64,0.61,amc,9094000000.0,8667718750.0,2012-11-29,2023-05-17
616186,230,2013-01-22,GOOGL,0.26,0.26,bmo,13215000000.0,14169919385.0,2012-12-30,2023-05-17
616301,345,2013-01-23,AAPL,0.49,0.48,amc,54512000000.0,53128446700.50761,2012-12-28,2023-05-17
616385,429,2013-01-24,MSFT,0.76,0.75,amc,21456000000.0,21173684210.526318,2012-12-30,2023-05-17
621348,5392,2013-02-13,NVDA,0.07,0.06,amc,1106902000.0,948771428.5714284,2013-01-26,2023-05-17
621845,5889,2013-02-20,TSLA,-0.04,-0.03243,amc,306332000.0,249752307.69230768,2012-12-30,2023-05-17
623894,7938,2013-03-20,ORCL,0.65,0.66,amc,8958000000.0,9095815384.615383,2013-02-27,2023-05-17
638542,302,2013-04-18,MSFT,0.72,0.68,amc,20489000000.0,19350722222.222225,2013-03-30,2023-05-17
638547,307,2013-04-18,GOOGL,0.29,0.27,bmo,13969000000.0,11833277673.0,2013-03-30,2023-05-17
638877,637,2013-04-23,AAPL,0.36,0.36,amc,43603000000.0,43300201388.88889,2013-03-29,2023-05-17
641522,3282,2013-05-08,TSLA,0.01,0.00369,amc,561792000.0,187266666.6666667,2013-03-30,2023-05-17
641802,3562,2013-05-09,NVDA,0.03,0.02244,amc,954739000.0,734384615.3846154,2013-04-27,2023-05-17
643726,5486,2013-06-20,ORCL,0.87,0.87,amc,10947000000.0,10947000000.0,2013-05-30,2023-05-17
657824,241,2013-07-18,GOOGL,0.24,0.27,bmo,14105000000.0,14590352504.0,2013-06-29,2023-05-17
657858,275,2013-07-18,MSFT,0.66,0.75,amc,19896000000.0,22609090909.090908,2013-06-29,2023-05-17
658160,577,2013-07-23,AAPL,0.27,0.26,amc,35323000000.0,34662757009.345795,2013-06-28,2023-05-17
660847,3264,2013-08-07,TSLA,-0.0172,-0.00541,amc,405139000.0,344334999.99999994,2013-06-29,2023-05-17
661171,3588,2013-08-08,NVDA,0.04,0.03216,amc,977238000.0,793975000.0,2013-07-27,2023-05-17
663081,5498,2013-09-18,ORCL,0.59,0.56,amc,8372000000.0,7946305084.745764,2013-08-30,2023-05-17
677331,225,2013-10-17,GOOGL,0.27,0.26,bmo,14893000000.0,13221930367.0,2013-09-29,2023-05-17
677966,860,2013-10-24,MSFT,0.62,0.54,amc,18529000000.0,16138161290.322582,2013-09-29,2023-05-17
678317,1211,2013-10-28,AAPL,0.3,0.28,amc,37472000000.0,36201762711.8644,2013-09-27,2023-05-17
679895,2789,2013-11-05,TSLA,0.01,0.0091,amc,431346000.0,395358333.3333334,2013-09-29,2023-05-17
680513,3407,2013-11-07,NVDA,0.05,0.05,amc,1053967000.0,1054000000.0,2013-10-26,2023-05-17
682746,5640,2013-12-18,ORCL,0.69,0.67,amc,9275000000.0,9007130434.78261,2013-11-29,2023-05-17
694023,369,2014-01-23,MSFT,0.78,0.68,amc,24519000000.0,21375538461.538464,2013-12-30,2023-05-17
694138,484,2014-01-27,AAPL,0.52,0.5,amc,57594000000.0,55924608695.652176,2013-12-27,2023-05-17
696009,2355,2014-01-30,GOOGL,0.3,0.31,bmo,16858000000.0,15938742622.0,2013-12-30,2023-05-17
699206,5552,2014-02-12,NVDA,0.06,0.05,amc,1144218000.0,858150000.0,2014-01-25,2023-05-17
699749,6095,2014-02-19,TSLA,0.02,0.01254,amc,615219000.0,391490909.090909,2013-12-30,2023-05-17
702163,8509,2014-03-18,ORCL,0.68,0.7,amc,9307000000.0,9581764705.882353,2014-02-27,2023-05-17
717227,221,2014-04-16,GOOGL,0.31,0.32,amc,15420000000.0,15756786271.0,2014-03-30,2023-05-17
717731,725,2014-04-23,AAPL,0.42,0.36,amc,45646000000.0,40146481927.710846,2014-03-28,2023-05-17
717762,756,2014-04-24,MSFT,0.68,0.63,amc,20403000000.0,18902779411.764706,2014-03-30,2023-05-17
720109,3103,2014-05-06,NVDA,0.05,0.04105,amc,1102787000.0,892742857.1428573,2014-04-26,2023-05-17
720281,3275,2014-05-07,TSLA,0.01,0.00416,amc,620542000.0,517083333.3333334,2014-03-30,2023-05-17
723191,6185,2014-06-19,ORCL,0.92,0.95,amc,11320000000.0,11689130434.782608,2014-05-30,2023-05-17
736060,327,2014-07-17,GOOGL,0.3,0.31,amc,15955000000.0,16364102564.0,2014-06-29,2023-05-17
736409,676,2014-07-22,MSFT,0.55,0.6,amc,23382000000.0,25507636363.63636,2014-06-29,2023-05-17
736412,679,2014-07-22,AAPL,0.32,0.31,amc,37432000000.0,35969812500.0,2014-06-27,2023-05-17
738356,2623,2014-07-31,TSLA,0.01,0.00238,amc,769349000.0,279745454.54545444,2014-06-29,2023-05-17
740050,4317,2014-08-07,NVDA,0.06,0.05,amc,1102824000.0,1002727272.7272727,2014-07-26,2023-05-17
744882,9149,2014-09-18,ORCL,0.62,0.64,amc,8596000000.0,8873290322.580645,2014-08-30,2023-05-17
755043,577,2014-10-16,GOOGL,0.32,0.33,amc,16523000000.0,16978457886.0,2014-09-29,2023-05-17
755388,922,2014-10-20,AAPL,0.36,0.33,amc,42123000000.0,38859950704.22536,2014-09-26,2023-05-17
756496,2030,2014-10-23,MSFT,0.54,0.49,amc,23201000000.0,21052759259.25926,2014-09-29,2023-05-17
762471,8005,2014-11-05,TSLA,-0.03987,-0.02009,amc,851804000.0,425900000.0,2014-09-29,2023-05-17
763175,8709,2014-11-06,NVDA,0.08,0.07,amc,1225382000.0,1106812903.2258065,2014-10-25,2023-05-17
768951,14485,2014-12-17,ORCL,0.69,0.68,amc,9598000000.0,9457913043.478262,2014-11-29,2023-05-17
776514,915,2015-01-26,MSFT,0.75,0.71,amc,26470000000.0,26470000000.0,2014-12-30,2023-05-17
776678,1079,2015-01-27,AAPL,0.77,0.65,amc,74599000000.0,63384771241.83006,2014-12-26,2023-05-17
777318,1719,2015-01-29,GOOGL,0.34,0.36,amc,18103000000.0,18688610407.0,2014-12-30,2023-05-17
784738,9139,2015-02-11,NVDA,0.09,0.07,amc,1250514000.0,1000400000.0000002,2015-01-24,2023-05-17
784817,9218,2015-02-11,TSLA,-0.01,-0.00416,amc,956661000.0,2281361538.4615383,2014-12-30,2023-05-17
791075,15476,2015-03-17,ORCL,0.68,0.68,amc,9327000000.0,9327000000.0,2015-02-27,2023-05-17
803893,1970,2015-04-23,MSFT,0.61,0.51,amc,21729000000.0,18166868852.45902,2015-03-30,2023-05-17
803936,2013,2015-04-23,GOOGL,0.33,0.33,amc,17258000000.0,17336445454.0,2015-03-30,2023-05-17
805230,3307,2015-04-27,AAPL,0.58,0.54,amc,58010000000.0,53777510729.61374,2015-03-27,2023-05-17
809540,7617,2015-05-06,TSLA,-0.36,-0.5,amc,939880000.0,1305416666.6666665,2015-03-30,2023-05-17
810209,8286,2015-05-07,NVDA,0.06,0.06,amc,1151000000.0,1246916666.6666667,2015-04-25,2023-05-17
817155,15232,2015-06-17,ORCL,0.78,0.86,amc,10706000000.0,11804051282.05128,2015-05-30,2023-05-17
826871,596,2015-07-16,GOOGL,0.35,0.33,amc,17727000000.0,16959711940.0,2015-06-29,2023-05-17
826951,676,2015-07-16,GOOG,0.35,0.34,amc,17727000000.0,17069470326.0,2015-06-29,2023-05-17
827413,1138,2015-07-21,AAPL,0.46,0.45,amc,49605000000.0,48532459459.45946,2015-06-26,2023-05-17
827447,1172,2015-07-21,MSFT,0.6,0.56,amc,22180000000.0,20701333333.333336,2015-06-29,2023-05-17
832876,6601,2015-08-05,TSLA,-0.03,-0.00167,amc,954976000.0,1193750000.0,2015-06-29,2023-05-17
834061,7786,2015-08-06,NVDA,0.04,0.02382,amc,1153000000.0,2306000000.0,2015-07-25,2023-05-17
841758,15483,2015-09-16,ORCL,0.53,0.52,amc,8448000000.0,8288603773.584906,2015-08-30,2023-05-17
852502,1538,2015-10-22,GOOGL,0.37,0.36,amc,18675000000.0,18312378640.0,2015-09-29,2023-05-17
852588,1624,2015-10-22,MSFT,0.67,0.59,amc,20379000000.0,17945686567.164177,2015-09-29,2023-05-17
852589,1625,2015-10-22,GOOG,0.37,0.36,amc,18675000000.0,18312378640.0,2015-09-29,2023-05-17
854216,3252,2015-10-27,AAPL,0.49,0.47,amc,51501000000.0,49398918367.34694,2015-09-25,2023-05-17
858484,7520,2015-11-03,TSLA,-0.04,-0.03934,amc,936789000.0,791434482.7586207,2015-09-29,2023-05-17
860407,9443,2015-11-05,NVDA,0.11,0.06,amc,1305000000.0,1162755000.0,2015-10-24,2023-05-17
866573,15609,2015-12-16,ORCL,0.63,0.6,amc,8993000000.0,8564761904.761905,2015-11-29,2023-05-17
874221,1068,2016-01-26,AAPL,0.82,0.81,amc,75872000000.0,74715414634.14635,2015-12-25,2023-05-17
875029,1876,2016-01-28,MSFT,0.78,0.71,amc,23796000000.0,21660461538.461536,2015-12-30,2023-05-17
879557,6404,2016-02-01,GOOG,0.43,0.4,amc,21329000000.0,19926747404.84429,2015-12-30,2023-05-17
879576,6423,2016-02-01,GOOGL,0.43,0.41,amc,21329000000.0,19951348327.56632,2015-12-30,2023-05-17
882670,9517,2016-02-10,TSLA,-0.87,0.1,amc,1214380000.0,139586206.89655182,2015-12-30,2023-05-17
883969,10816,2016-02-17,NVDA,0.09,0.08,amc,1401000000.0,1280914285.714286,2016-01-30,2023-05-17
889749,16596,2016-03-15,ORCL,0.64,0.62,amc,9012000000.0,8730375000.0,2016-02-28,2023-05-17
902596,1605,2016-04-21,MSFT,0.62,0.64,amc,20531000000.0,21193290322.580643,2016-03-30,2023-05-17
902705,1714,2016-04-21,GOOG,0.38,0.4,amc,20257000000.0,21499429333.33333,2016-03-30,2023-05-17
902722,1731,2016-04-21,GOOGL,0.38,0.4,amc,20257000000.0,21526438666.666668,2016-03-30,2023-05-17
903919,2928,2016-04-26,AAPL,0.48,0.5,amc,50557000000.0,53217894736.84212,2016-03-25,2023-05-17
908495,7504,2016-05-04,TSLA,-0.04,-0.05,amc,1147048000.0,458800000.0,2016-03-30,2023-05-17
913358,12367,2016-05-12,NVDA,0.08,0.08,amc,1305000000.0,1265454545.4545455,2016-04-30,2023-05-17
917367,16376,2016-06-16,ORCL,0.81,0.81,amc,10594000000.0,10724790123.456787,2016-05-30,2023-05-17
926961,732,2016-07-19,MSFT,0.69,0.58,amc,20614000000.0,17327710144.927536,2016-06-29,2023-05-17
928234,2005,2016-07-26,AAPL,0.36,0.35,amc,42358000000.0,41164816901.40845,2016-06-24,2023-05-17
929624,3395,2016-07-28,GOOG,0.42,0.4,amc,21500000000.0,20504156769.5962,2016-06-29,2023-05-17
930086,3857,2016-07-28,GOOGL,0.42,0.4,amc,21500000000.0,20529691211.40142,2016-06-29,2023-05-17
932353,6124,2016-08-03,TSLA,-0.07,-0.03962,amc,1270017000.0,402298136.64596266,2016-06-29,2023-05-17
937276,11047,2016-08-11,NVDA,0.1,0.09,amc,1428000000.0,1320900000.0,2016-07-30,2023-05-17
943520,17291,2016-09-15,ORCL,0.55,0.58,amc,8595000000.0,9063818181.81818,2016-08-30,2023-05-17
950308,1088,2016-10-20,MSFT,0.76,0.68,amc,20453000000.0,18300052631.57895,2016-09-29,2023-05-17
951626,2406,2016-10-25,AAPL,0.42,0.41,amc,46852000000.0,46571449101.7964,2016-09-23,2023-05-17
952039,2819,2016-10-26,TSLA,0.14,-0.08,amc,2298436000.0,1748078873.2394369,2016-09-29,2023-05-17
953630,4410,2016-10-27,GOOG,0.45,0.43,amc,22451000000.0,21410225165.562912,2016-09-29,2023-05-17
954033,4813,2016-10-27,GOOGL,0.45,0.43,amc,22451000000.0,21385444812.362038,2016-09-29,2023-05-17
962374,13154,2016-11-10,NVDA,0.21,0.14,amc,2004000000.0,1376240963.8554218,2016-10-29,2023-05-17
966917,17697,2016-12-15,ORCL,0.61,0.6,amc,9035000000.0,8886885245.90164,2016-11-29,2023-05-17
974360,1403,2017-01-26,GOOG,0.47,0.48,amc,26064000000.0,26927230769.23077,2016-12-30,2023-05-17
974572,1615,2017-01-26,MSFT,0.84,0.79,amc,24090000000.0,22929036144.57832,2016-12-30,2023-05-17
974601,1644,2017-01-26,GOOGL,0.47,0.48,amc,26064000000.0,26871538461.538464,2016-12-30,2023-05-17
979250,6293,2017-01-31,AAPL,0.84,0.8,amc,78351000000.0,74853187500.0,2016-12-30,2023-05-17
982035,9078,2017-02-09,NVDA,0.25,0.21,amc,2173000000.0,1821808080.808081,2017-01-28,2023-05-17
985901,12944,2017-02-22,TSLA,-0.14,-0.21,amc,2284631000.0,1423736231.8840582,2016-12-30,2023-05-17
990919,17962,2017-03-15,ORCL,0.69,0.62,amc,9205000000.0,8271159420.289856,2017-02-27,2023-05-17
1006351,4421,2017-04-27,MSFT,0.73,0.7,amc,22090000000.0,21182191780.82192,2017-03-30,2023-05-17
1006518,4588,2017-04-27,GOOGL,0.39,0.37,amc,24750000000.0,23661384217.335056,2017-03-30,2023-05-17
1007179,5249,2017-04-27,GOOG,0.39,0.37,amc,24750000000.0,23661384217.335056,2017-03-30,2023-05-17
1009546,7616,2017-05-02,AAPL,0.53,0.5,amc,52896000000.0,50880914285.71428,2017-03-31,2023-05-17
1009791,7861,2017-05-03,TSLA,-0.09,-0.09,amc,2696270000.0,2389194805.5,2017-03-30,2023-05-17
1012736,10806,2017-05-09,NVDA,0.2,0.16,amc,1937000000.0,1618253164.556962,2017-04-29,2023-05-17
1020486,18556,2017-06-21,ORCL,0.89,0.78,amc,10893000000.0,9546674157.303371,2017-05-30,2023-05-17
1029965,1062,2017-07-20,MSFT,0.98,0.71,amc,23317000000.0,16892928571.428572,2017-06-29,2023-05-17
1030498,1595,2017-07-24,GOOGL,0.25,0.22,amc,26010000000.0,23310359281.437126,2017-06-29,2023-05-17
1030561,1658,2017-07-24,GOOG,0.25,0.22,amc,26010000000.0,23206526946.107784,2017-06-29,2023-05-17
1034587,5684,2017-08-01,AAPL,0.42,0.39,amc,45408000000.0,42688958083.83234,2017-06-30,2023-05-17
1035288,6385,2017-08-02,TSLA,-0.09,-0.12,amc,2789557000.0,3817347368.421053,2017-06-29,2023-05-17
1040188,11285,2017-08-10,NVDA,0.23,0.17,amc,2230000000.0,1696739130.4347825,2017-07-29,2023-05-17
1047576,18673,2017-09-14,ORCL,0.62,0.6,amc,9187000000.0,8810322580.64516,2017-08-30,2023-05-17
1056696,3489,2017-10-26,MSFT,0.84,0.72,amc,24538000000.0,21032571428.57143,2017-09-29,2023-05-17
1056960,3753,2017-10-26,GOOGL,0.48,0.42,amc,27772000000.0,24173538140.020897,2017-09-29,2023-05-17
1057212,4005,2017-10-26,GOOG,0.48,0.42,amc,27772000000.0,24173538140.020897,2017-09-29,2023-05-17
1061108,7901,2017-11-01,TSLA,-0.19,-0.15,amc,2984675000.0,2248746575.3424664,2017-09-29,2023-05-17
1061953,8746,2017-11-02,AAPL,0.52,0.47,amc,52579000000.0,47498903381.64252,2017-09-29,2023-05-17
1066400,13193,2017-11-09,NVDA,0.33,0.24,amc,2636000000.0,1863037593.984962,2017-10-28,2023-05-17
1072024,18817,2017-12-14,ORCL,0.7,0.68,amc,9621000000.0,9315028571.428572,2017-11-29,2023-05-17
1084117,6091,2018-01-31,MSFT,0.96,0.86,amc,28918000000.0,26206937500.0,2017-12-30,2023-05-17
1084913,6887,2018-02-01,AAPL,0.97,0.96,amc,88293000000.0,87612077120.82262,2017-12-29,2023-05-17
1085127,7101,2018-02-01,GOOG,0.49,0.5,amc,32323000000.0,33189389690.721653,2017-12-30,2023-05-17
1085205,7179,2018-02-01,GOOGL,0.49,0.5,amc,32323000000.0,33256035051.546394,2017-12-30,2023-05-17
1086438,8412,2018-02-07,TSLA,-0.2,-0.21,amc,3288249000.0,3342282236.8421054,2017-12-30,2023-05-17
1087506,9480,2018-02-08,NVDA,0.39,0.29,amc,2911000000.0,1913410112.3595505,2018-01-27,2023-05-17
1097004,18978,2018-03-19,ORCL,0.83,0.72,amc,9771000000.0,8393638554.216867,2018-02-27,2023-05-17
1109970,1709,2018-04-23,GOOGL,0.5,0.46,amc,31146000000.0,21683036759.1898,2018-03-30,2023-05-17
1110182,1921,2018-04-23,GOOG,0.5,0.47,amc,31146000000.0,21776498124.53113,2018-03-30,2023-05-17
1112580,4319,2018-04-26,MSFT,0.95,0.85,amc,26819000000.0,23995947368.42105,2018-03-30,2023-05-17
1115850,7589,2018-05-01,AAPL,0.68,0.67,amc,61137000000.0,59793329670.32967,2018-03-30,2023-05-17
1116061,7800,2018-05-02,TSLA,-0.22,-0.24,amc,3408751000.0,3642837014.925373,2018-03-30,2023-05-17
1120561,12300,2018-05-10,NVDA,0.51,0.4,amc,3207000000.0,2487380487.8048787,2018-04-28,2023-05-17
1126834,18573,2018-06-19,ORCL,0.99,0.94,amc,11252000000.0,10457737373.737371,2018-05-30,2023-05-17
1137573,1098,2018-07-19,MSFT,1.13,1.08,amc,30085000000.0,28753805309.73452,2018-06-29,2023-05-17
1137940,1465,2018-07-23,GOOG,0.59,0.48,amc,32657000000.0,68622859030.837006,2018-06-29,2023-05-17
1138010,1535,2018-07-23,GOOGL,0.59,0.48,amc,32657000000.0,68982517621.14537,2018-06-29,2023-05-17
1141407,4932,2018-07-31,AAPL,0.59,0.55,amc,53265000000.0,49622948717.94872,2018-06-29,2023-05-17
1142260,5785,2018-08-01,TSLA,-0.16,-0.2,amc,4002231000.0,3819092810.457516,2018-06-29,2023-05-17
1150706,14231,2018-08-16,NVDA,0.49,0.44,amc,3123000000.0,2849335051.546392,2018-07-28,2023-05-17
1155010,18535,2018-09-17,ORCL,0.71,0.69,amc,9193000000.0,8934042253.521126,2018-08-30,2023-05-17
1164308,2609,2018-10-24,MSFT,1.14,0.96,amc,29084000000.0,24491789473.68421,2018-09-29,2023-05-17
1164327,2628,2018-10-24,TSLA,0.19,0.03014,amc,6824413000.0,470648275.8620699,2018-09-29,2023-05-17
1164540,2841,2018-10-25,GOOG,0.65,0.52,amc,33740000000.0,26867993874.425728,2018-09-29,2023-05-17
1164998,3299,2018-10-25,GOOGL,0.65,0.52,amc,33740000000.0,26919663093.41501,2018-09-29,2023-05-17
1170131,8432,2018-11-01,AAPL,0.73,0.7,amc,62900000000.0,60315068493.15068,2018-09-28,2023-05-17
1177999,16300,2018-11-15,NVDA,0.46,0.47,amc,3181000000.0,3232864130.4347825,2018-10-27,2023-05-17
1180208,18509,2018-12-17,ORCL,0.8,0.78,amc,9562000000.0,9322950000.0,2018-11-29,2023-05-17
1188986,1679,2019-01-29,AAPL,1.05,1.04,amc,84310000000.0,83507047619.04762,2018-12-28,2023-05-17
1190930,3623,2019-01-30,TSLA,0.13,0.08,amc,7225873000.0,8152297435.897436,2018-12-30,2023-05-17
1193129,5822,2019-01-30,MSFT,1.1,1.09,amc,32471000000.0,32175809090.90909,2018-12-30,2023-05-17
1194824,7517,2019-02-04,GOOGL,0.64,0.54,amc,39276000000.0,33278490211.43305,2018-12-30,2023-05-17
1194877,7570,2019-02-04,GOOG,0.64,0.54,amc,39276000000.0,33278490211.43305,2018-12-30,2023-05-17
1198983,11676,2019-02-14,NVDA,0.2,0.19,amc,2205000000.0,2067187500.0,2019-01-26,2023-05-17
1205487,18180,2019-03-14,ORCL,0.87,0.84,amc,9614000000.0,9282482758.62069,2019-02-27,2023-05-17
1220737,2248,2019-04-24,MSFT,1.14,1.0,amc,30571000000.0,26816666666.666668,2019-03-30,2023-05-17
1221023,2534,2019-04-24,TSLA,-0.12,-0.05,amc,4541464000.0,1096215448.2758622,2019-03-30,2023-05-17
1224222,5733,2019-04-29,GOOGL,0.6,0.53,amc,36339000000.0,40584925263.15789,2019-03-30,2023-05-17
1224324,5835,2019-04-29,GOOG,0.6,0.53,amc,36339000000.0,40661428421.05264,2019-03-30,2023-05-17
1224883,6394,2019-04-30,AAPL,0.62,0.59,amc,58015000000.0,55207822580.64516,2019-03-29,2023-05-17
1234766,16277,2019-05-16,NVDA,0.22,0.2,amc,2220000000.0,2043409090.909091,2019-04-27,2023-05-17
1237240,18751,2019-06-19,ORCL,1.16,1.07,amc,11137000000.0,10272922413.793104,2019-05-30,2023-05-17
1248549,899,2019-07-18,MSFT,1.37,1.21,amc,33717000000.0,29779248175.18248,2019-06-29,2023-05-17
1249838,2188,2019-07-24,TSLA,-0.07,-0.02228,amc,6349676000.0,2020351454.545455,2019-06-29,2023-05-17
1249963,2313,2019-07-25,GOOG,0.71,0.57,amc,38944000000.0,31051057002.111187,2019-06-29,2023-05-17
1250173,2523,2019-07-25,GOOGL,0.71,0.56,amc,38944000000.0,30968838845.88318,2019-06-29,2023-05-17
1251389,3739,2019-07-30,AAPL,0.55,0.52,amc,53809000000.0,51852309090.90909,2019-06-28,2023-05-17
1261500,13850,2019-08-15,NVDA,0.31,0.29,amc,2579000000.0,2391814516.129032,2019-07-27,2023-05-17
1266071,18421,2019-09-11,ORCL,0.81,0.81,amc,9218000000.0,9218000000.0,2019-08-30,2023-05-17
1275220,1500,2019-10-23,TSLA,0.12,0.01867,amc,6303000000.0,1362810810.8108108,2019-09-29,2023-05-17
1275389,1669,2019-10-23,MSFT,1.38,1.25,amc,33055000000.0,29941123188.4058,2019-09-29,2023-05-17
1277244,3524,2019-10-28,GOOG,0.54,0.62,amc,40499000000.0,49863393280.63242,2019-09-29,2023-05-17
1277271,3551,2019-10-28,GOOGL,0.54,0.62,amc,40499000000.0,49703318181.81818,2019-09-29,2023-05-17
1279500,5780,2019-10-30,AAPL,0.76,0.71,amc,64040000000.0,59826842105.26315,2019-09-27,2023-05-17
1289280,15560,2019-11-14,NVDA,0.45,0.39,amc,3014000000.0,2658415730.3370786,2019-10-26,2023-05-17
1292141,18421,2019-12-12,ORCL,0.9,0.88,amc,9614000000.0,9507177777.77778,2019-11-29,2023-05-17
1301613,1412,2020-01-28,AAPL,1.25,1.14,amc,91819000000.0,83738928000.0,2019-12-27,2023-05-17
1301643,1442,2020-01-29,MSFT,1.51,1.32,amc,36906000000.0,32262198675.49669,2019-12-30,2023-05-17
1301804,1603,2020-01-29,TSLA,0.14,0.11,amc,7384000000.0,6303414634.146341,2019-12-30,2023-05-17
1305062,4861,2020-02-03,GOOGL,0.77,0.63,amc,46075000000.0,37610407166.12378,2019-12-30,2023-05-17
1305262,5061,2020-02-03,GOOG,0.77,0.63,amc,46075000000.0,37790504885.993484,2019-12-30,2023-05-17
1309328,9127,2020-02-13,NVDA,0.47,0.42,amc,3105000000.0,2743571428.571429,2020-01-25,2023-05-17
1316394,16193,2020-03-12,ORCL,0.97,0.96,amc,9796000000.0,9695010309.27835,2020-02-28,2023-05-17
1331424,3523,2020-04-28,GOOG,0.49,0.52,amc,41159000000.0,43285756838.90578,2020-03-30,2023-05-17
1331788,3887,2020-04-28,GOOGL,0.49,0.52,amc,41159000000.0,43077251266.46404,2020-03-30,2023-05-17
1332223,4322,2020-04-29,TSLA,0.08,0.01437,amc,5985000000.0,1301086956.5217395,2020-03-30,2023-05-17
